country,nx,tx,nx_avg
us,4104,179959,5220
us,4394,184353,4878
us,4975,189328,5131
us,5447,194774,5219
us,6182,200956,5547
us,5332,206289,5046
us,4546,210835,4997
us,4113,214948,4998
us,4341,219289,4991
us,4393,223682,4908
us,5165,228847,4867
us,4908,233754,4685
us,4663,238417,4590
us,3688,242106,4467
us,3298,245404,4351
us,4014,249418,4304
us,3784,253202,4217
us,4942,258143,4185
us,4644,262787,4148
us,4458,267246,4118
us,3436,270682,4082
us,3976,274658,4179
us,3636,278294,4125
us,4239,282533,4190
us,4631,287164,4146
us,4396,291560,4110
us,3866,295426,4026
us,3745,299171,4070
us,3471,302642,3998
us,3443,306084,3970
us,3408,309493,3851
us,3972,313465,3757
us,4613,318078,3788
us,4241,322319,3842
us,3606,325925,3822
us,3839,329764,3875
us,3740,333505,3917
us,3586,337091,3943
us,3849,340940,3925
us,4584,345524,3921
us,4046,349570,3893
us,4060,353630,3958
us,3427,357057,3899
us,3398,360455,3850
us,3753,364208,3874
us,4166,368374,3919
us,4668,373042,3931
us,4650,377692,4017
us,3558,381250,3946
us,3633,384883,3975
us,4316,389199,4106
us,4653,393852,4235
us,5054,398907,4362
us,5445,404352,4473
us,6219,410571,4697
us,4696,415267,4860
us,5715,420982,5157
us,6321,427303,5443
us,6252,433555,5672
us,7455,441010,6015
us,8289,449299,6421
us,7735,457034,6638
us,7041,464075,6973
us,7566,471641,7237
us,7989,479629,7475
us,9476,489105,7936
us,9722,498827,8260
us,9912,508739,8491
us,8233,516972,8563
us,8938,525910,8834
us,9101,535011,9053
us,10464,545475,9407
us,10725,556200,9585
us,11471,567670,9835
us,12130,579800,10152
us,11479,591279,10615
us,10424,601704,10828
us,10580,612284,11039
us,12475,624759,11326
us,12329,637087,11555
us,14006,651093,11918
us,13016,664110,12044
us,11606,675716,12062
us,11251,686966,12180
us,10332,697298,12145
us,13117,710416,12237
us,12535,722950,12266
us,11506,734456,11909
us,14279,748734,12089
us,11925,760659,12135
us,10194,770853,11984
us,10240,781093,11971
us,11239,792332,11702
us,13652,805984,11862
us,12386,818370,11988
us,12202,830573,11691
us,,,9988
us,,,8531
us,,,7069
us,,,5463
us,,,3513
us,,,1743
us,,,
st,,116,
st,,116,
st,,116,
st,,116,
st,,116,
st,,116,
st,,116,
st,,116,
st,347,463,50
st,578,1041,132
st,,1041,132
st,,1041,132
st,3354,4395,611
st,4280,8675,1223
st,3354,12029,1702
st,2429,14458,1999
st,5552,20011,2710
st,3586,23596,3222
st,4395,28223,3850
st,5668,33891,4181
st,10410,44301,5056
st,6709,51010,5536
st,13186,64196,7072
st,7865,72061,7403
st,6824,78886,7865
st,4858,83744,7932
st,7518,91262,8196
st,5436,96698,7485
st,8559,105258,7750
st,10757,116015,7403
st,9138,125153,7585
st,14227,139380,8642
st,10063,149443,9386
st,6940,156383,9303
st,5321,161704,9286
st,5205,166909,8807
st,9138,176047,8576
st,10294,186341,8741
st,4858,191199,7403
st,9138,200337,7271
st,6824,207161,7254
st,7865,215027,7618
st,6015,221041,7733
st,7287,228329,7469
st,7750,236078,7105
st,6130,242209,7287
st,5899,248108,6824
st,4048,252156,6428
st,5089,257246,6031
st,5089,262335,5899
st,3239,265574,5321
st,3354,268928,4693
st,6362,275290,4726
st,1735,277025,4131
st,1966,278991,3834
st,463,279454,3173
st,2198,281651,2760
st,2429,284080,2644
st,2313,286394,2495
st,578,286972,1669
st,1735,288707,1669
st,231,288939,1421
st,1041,289980,1504
st,1272,291252,1371
st,1157,292409,1190
st,810,293218,975
st,116,293334,909
st,578,293912,744
st,116,294028,727
st,116,294144,595
st,1041,295185,562
st,694,295879,496
st,1041,296920,529
st,231,297151,545
st,347,297498,512
st,,297498,496
st,347,297845,529
st,347,298192,430
st,,298192,330
st,,298192,182
st,231,298423,182
st,231,298655,165
st,578,299233,248
st,,299233,198
st,,299233,149
st,347,299580,198
st,,299580,198
st,231,299811,198
st,,299811,165
st,116,299927,99
st,,299927,99
st,231,300158,132
st,,300158,83
st,116,300274,99
st,116,300390,83
st,,300390,83
st,,300390,66
st,,300390,66
st,,300390,33
st,116,300505,50
st,116,300621,50
st,347,300968,83
st,,300968,83
st,,300968,83
st,,300968,83
st,463,301431,149
st,231,301662,165
st,231,301893,182
st,116,302009,149
st,,302009,149
st,,302009,149
st,,302009,149
st,231,302240,116
st,231,302472,116
st,347,302819,132
st,463,303281,182
st,1272,304554,364
st,,304554,364
st,116,304669,380
st,,304669,347
st,,304669,314
st,231,304901,297
st,116,305016,248
st,231,305248,99
st,,305248,99
st,231,305479,116
st,116,305595,132
st,,305595,132
st,463,306057,165
st,116,306173,165
st,,306173,132
st,116,306289,149
st,231,306520,149
st,347,306867,182
st,578,307445,264
st,347,307792,248
st,578,308371,314
st,810,309180,430
st,116,309296,430
st,347,309643,446
st,116,309759,413
st,463,310221,397
st,116,310337,364
st,116,310453,297
st,,310453,182
st,116,310568,182
st,,310568,132
st,116,310684,132
st,116,310800,83
st,694,311494,165
st,578,312072,231
st,231,312303,264
st,-925,311378,116
st,463,311841,182
st,694,312535,264
st,1735,314270,496
st,925,315195,529
st,,,446
st,,,413
st,,,545
st,,,479
st,,,380
st,,,132
st,,,
st,,,
st,,,
st,,,
st,,,
